account_id,name,risk_score,dpd,total_debt,due_date,loan_type,region,last_payment_date,payment_frequency,partial_payments_count,payment_channel,last_contact_channel,response_time_avg,bot_interaction_score,call_pickup_rate,occupation_type,region_income_level,loan_purpose,stage_last_contacted,touchpoints_count,recommended_next_action,age,monthly_income,last_payment_days_ago,contact_channel,response_behavior,risk_level,dpd_bucket,income_level,ai_risk_score
ACC0110,Tida,0.98,4,36723,2025-07-18,Car Loan,Northeast,2025-05-12,Weekly,0,LINE,SMS,1,0.7,0.91,Business Owner,Low,Investment,Stage 0,4,Escalate,55,60808,75,None,Ignored,High,0–7,High,0.5
ACC0111,Golf,0.42,7,88128,2025-07-05,SME Loan,Bangkok,2025-06-15,Monthly,3,LINE,Email,51,0.6,0.41,Salaried,High,Consumption,Stage 1,5,Send SMS,38,63189,65,Voice,Ignored,Medium,0–7,High,0.84
ACC0112,Pim,0.55,10,53625,2025-06-20,Credit Card,Bangkok,2025-05-25,Weekly,5,ATM,LINE,37,1.0,0.82,Business Owner,High,Emergency,Stage 2,4,Escalate,26,60840,50,None,Slow,High,8–30,High,1.0
ACC0113,Chutima,0.18,29,18443,2025-06-23,Credit Card,Bangkok,2025-06-20,Monthly,1,MobileApp,Phone,1,0.29,0.39,Unemployed,Low,Emergency,Stage 1,1,Call,62,52778,69,Voice,Ignored,Low,8–30,High,0.68
ACC0114,Pim,0.08,18,74901,2025-07-16,Credit Card,Bangkok,2025-06-22,Monthly,0,ATM,LINE,72,0.35,0.8,Business Owner,Low,Investment,Stage 0,10,LINE Bot,52,30763,41,SMS,Responsive,High,8–30,Mid,0.76
ACC0115,Chutima,0.26,12,39617,2025-08-01,Personal Loan,Central,2025-06-08,Irregular,4,BankBranch,Email,67,0.46,0.88,Freelancer,High,Emergency,Stage 0,9,Send SMS,47,67521,45,None,Responsive,Medium,8–30,High,0.72
ACC0116,Tida,0.17,9,34533,2025-06-13,SME Loan,Central,2025-06-11,Monthly,3,BankBranch,LINE,52,0.74,0.52,Unemployed,Medium,Emergency,Stage 0,6,Escalate,50,25961,12,None,Ignored,High,8–30,Mid,0.97
ACC0117,Golf,0.99,11,52212,2025-07-18,Credit Card,North,2025-06-14,Irregular,0,BankBranch,SMS,22,0.87,0.29,Business Owner,High,Consumption,Stage 2,1,LINE Bot,21,65019,10,Voice,Responsive,High,8–30,High,0.93
ACC0118,Ying,0.88,18,11565,2025-06-20,SME Loan,Central,2025-05-13,Irregular,5,LINE,LINE,59,0.65,0.54,Freelancer,Low,Consumption,Stage 0,1,Send SMS,50,55389,39,LINE,Slow,High,8–30,High,0.59
ACC0119,Nok,0.12,23,74532,2025-07-23,Car Loan,Central,2025-06-19,Irregular,1,LINE,Email,31,0.07,0.53,Salaried,Low,Emergency,Stage 2,5,Call,64,20888,33,Voice,Responsive,High,8–30,Mid,0.85
ACC0120,Ying,0.55,4,64865,2025-07-16,SME Loan,Bangkok,2025-06-22,Monthly,2,BankBranch,LINE,48,0.68,0.2,Freelancer,Medium,Consumption,Stage 2,3,Call,39,20006,20,Voice,Slow,Low,0–7,Mid,0.78
ACC0121,Tida,0.63,30,21364,2025-06-29,SME Loan,North,2025-05-21,Monthly,5,ATM,SMS,54,0.72,0.69,Business Owner,Medium,Emergency,Stage 0,7,Escalate,51,77763,35,LINE,Responsive,High,8–30,High,0.79
ACC0122,Ploy,0.26,26,56703,2025-07-15,Credit Card,South,2025-06-02,Weekly,5,BankBranch,Email,14,1.0,0.15,Salaried,Low,Emergency,Stage 0,1,Send SMS,44,10929,0,None,Ignored,High,8–30,Low,0.51
ACC0123,Malee,0.46,9,27144,2025-06-21,Credit Card,North,2025-07-01,Monthly,2,BankBranch,SMS,70,0.73,0.17,Business Owner,Medium,Consumption,Stage 1,6,LINE Bot,65,48188,8,None,Ignored,Low,8–30,High,0.77
ACC0124,Malee,0.63,0,30186,2025-08-06,Personal Loan,South,2025-07-01,Irregular,4,ATM,LINE,41,0.01,0.97,Freelancer,High,Investment,Stage 2,3,Send SMS,43,63396,19,None,Slow,Low,0–7,High,0.74
ACC0125,Malee,0.86,21,56339,2025-07-12,SME Loan,Bangkok,2025-06-26,Irregular,1,LINE,SMS,46,0.02,0.09,Unemployed,High,Consumption,Stage 1,7,Send SMS,33,60222,58,None,Slow,Medium,8–30,High,0.72
ACC0126,Veera,0.52,9,13452,2025-07-08,Credit Card,Central,2025-05-26,Irregular,3,LINE,SMS,50,0.52,0.16,Freelancer,Low,Investment,Stage 0,8,Escalate,32,12443,83,SMS,Ignored,High,8–30,Low,0.96
ACC0127,Ying,0.43,6,26586,2025-07-15,Credit Card,North,2025-06-15,Monthly,4,LINE,Email,26,0.44,0.3,Salaried,Low,Consumption,Stage 1,4,Call,29,41984,8,LINE,Ignored,High,0–7,High,0.92
ACC0128,Nok,0.61,23,92794,2025-07-04,SME Loan,Bangkok,2025-05-27,Weekly,0,MobileApp,SMS,8,0.3,0.63,Unemployed,Low,Investment,Stage 2,7,LINE Bot,34,17585,5,None,Ignored,Low,8–30,Mid,0.75
ACC0129,Nok,0.53,6,93550,2025-08-08,Credit Card,South,2025-06-23,Irregular,0,LINE,SMS,59,0.93,0.62,Freelancer,High,Consumption,Stage 1,2,LINE Bot,40,53075,70,SMS,Ignored,Low,0–7,High,0.59
ACC0130,Somchai,0.14,18,63897,2025-06-18,Credit Card,Bangkok,2025-07-04,Monthly,0,ATM,Email,17,0.71,0.29,Unemployed,Low,Emergency,Stage 2,10,LINE Bot,33,29521,9,Voice,Ignored,Low,8–30,Mid,0.61
ACC0131,Kittipong,0.31,0,92662,2025-08-03,Home Loan,North,2025-06-08,Irregular,3,ATM,SMS,34,0.96,0.84,Freelancer,Low,Investment,Stage 2,10,Escalate,49,28214,39,None,Ignored,Low,0–7,Mid,0.64
ACC0132,Chutima,0.4,7,50086,2025-07-27,SME Loan,South,2025-05-22,Irregular,3,LINE,SMS,24,0.42,0.29,Freelancer,Low,Investment,Stage 0,5,Escalate,62,38618,76,Voice,Slow,High,0–7,Mid,0.85
ACC0133,Ying,0.16,19,94705,2025-07-23,Car Loan,Bangkok,2025-07-10,Weekly,4,ATM,SMS,28,0.24,0.36,Freelancer,Low,Emergency,Stage 0,8,Escalate,25,19303,7,LINE,Responsive,Medium,8–30,Mid,0.7
ACC0134,Golf,0.43,19,34513,2025-07-06,Personal Loan,Central,2025-05-19,Weekly,5,MobileApp,Phone,72,0.5,0.33,Freelancer,Medium,Consumption,Stage 0,2,LINE Bot,65,51683,6,LINE,Responsive,Medium,8–30,High,0.63
ACC0135,Chutima,0.1,6,56411,2025-07-23,Car Loan,Central,2025-05-16,Weekly,4,MobileApp,LINE,27,0.71,0.08,Salaried,Low,Emergency,Stage 2,4,Call,39,18388,57,LINE,Slow,High,0–7,Mid,0.95
ACC0136,Veera,0.03,27,79693,2025-08-09,Home Loan,North,2025-06-30,Monthly,5,LINE,LINE,55,0.74,0.25,Unemployed,Low,Emergency,Stage 1,10,Escalate,58,54056,59,Voice,Responsive,High,8–30,High,0.5
ACC0137,Veera,0.61,0,86255,2025-07-05,SME Loan,Central,2025-05-18,Monthly,1,BankBranch,SMS,11,0.68,0.83,Salaried,Medium,Emergency,Stage 1,7,Call,18,71742,77,None,Ignored,High,0–7,High,0.65
ACC0138,Aom,0.87,15,62905,2025-07-05,Credit Card,Central,2025-05-30,Monthly,2,LINE,LINE,19,0.71,0.91,Business Owner,High,Investment,Stage 2,10,Send SMS,27,56002,65,None,Responsive,Medium,8–30,High,0.67
ACC0139,Somsak,0.66,22,47878,2025-06-11,Car Loan,Central,2025-06-23,Weekly,2,LINE,LINE,46,0.42,0.97,Freelancer,Low,Investment,Stage 2,10,LINE Bot,62,15874,13,Voice,Responsive,Medium,8–30,Mid,0.93
ACC0140,Golf,0.1,16,18720,2025-07-10,Car Loan,South,2025-05-25,Irregular,3,LINE,LINE,50,0.6,0.29,Unemployed,High,Investment,Stage 1,3,Send SMS,19,78886,25,None,Ignored,Low,8–30,High,0.73
ACC0141,Chutima,0.69,7,28533,2025-07-30,Credit Card,South,2025-05-19,Irregular,5,BankBranch,SMS,24,0.39,0.73,Freelancer,Low,Consumption,Stage 1,8,Send SMS,59,53780,20,SMS,Slow,Medium,0–7,High,0.86
ACC0142,Golf,0.28,3,23359,2025-07-22,Credit Card,Bangkok,2025-06-06,Monthly,1,MobileApp,Phone,63,0.19,0.64,Freelancer,High,Emergency,Stage 1,9,LINE Bot,33,39075,52,None,Ignored,High,0–7,Mid,0.8
ACC0143,Malee,0.05,26,50210,2025-08-04,Home Loan,Northeast,2025-06-19,Weekly,4,LINE,Phone,58,0.21,0.41,Salaried,Medium,Investment,Stage 1,10,Escalate,49,54476,35,LINE,Slow,Low,8–30,High,0.74
ACC0144,Aom,0.64,21,70715,2025-06-22,Credit Card,South,2025-07-03,Monthly,3,MobileApp,Email,68,0.65,0.48,Business Owner,Low,Emergency,Stage 0,3,Call,21,66094,7,None,Responsive,Medium,8–30,High,0.78
ACC0145,Tida,0.96,7,63414,2025-07-20,SME Loan,North,2025-06-06,Weekly,0,MobileApp,Email,28,0.17,0.07,Business Owner,Medium,Investment,Stage 2,3,LINE Bot,45,66780,39,Voice,Ignored,Low,0–7,High,0.51
ACC0146,Somchai,0.22,10,35137,2025-07-19,Personal Loan,Bangkok,2025-06-27,Irregular,1,MobileApp,SMS,25,0.75,0.82,Freelancer,Medium,Investment,Stage 2,8,LINE Bot,41,32973,5,SMS,Responsive,Low,8–30,Mid,0.64
ACC0147,Nok,0.31,29,19947,2025-08-06,Home Loan,North,2025-05-22,Weekly,0,ATM,LINE,59,0.91,0.59,Business Owner,High,Emergency,Stage 2,5,Escalate,61,73926,28,None,Ignored,High,8–30,High,0.65
ACC0148,Kittipong,0.43,30,6475,2025-06-30,Home Loan,Bangkok,2025-05-17,Irregular,1,LINE,Email,43,0.6,0.99,Unemployed,High,Consumption,Stage 1,6,Send SMS,60,23680,47,SMS,Ignored,Low,8–30,Mid,0.94
ACC0149,Veera,0.45,4,88396,2025-07-26,Personal Loan,Central,2025-06-20,Irregular,4,MobileApp,SMS,9,0.4,0.81,Unemployed,Low,Consumption,Stage 1,8,Send SMS,48,36357,4,SMS,Responsive,Medium,0–7,Mid,0.77
ACC0150,Anan,0.19,30,35508,2025-06-20,Home Loan,North,2025-05-19,Irregular,1,LINE,LINE,22,0.15,0.38,Unemployed,High,Emergency,Stage 0,9,Send SMS,54,24393,86,SMS,Slow,Medium,8–30,Mid,0.6
ACC0151,Nok,0.68,24,74234,2025-07-16,Credit Card,North,2025-05-28,Monthly,4,BankBranch,LINE,8,0.49,0.08,Freelancer,High,Consumption,Stage 0,6,Call,23,28922,38,LINE,Slow,Low,8–30,Mid,0.75
ACC0152,Ploy,0.49,10,34170,2025-07-04,Credit Card,Central,2025-07-04,Weekly,5,LINE,SMS,31,0.02,0.18,Salaried,Low,Emergency,Stage 1,2,LINE Bot,20,42591,56,LINE,Slow,Low,8–30,High,0.86
ACC0153,Tida,0.68,24,41306,2025-06-22,Credit Card,Northeast,2025-06-20,Irregular,0,ATM,Email,1,0.34,0.18,Unemployed,High,Investment,Stage 1,5,LINE Bot,21,35730,72,Voice,Ignored,Medium,8–30,Mid,0.66
ACC0154,Nok,0.31,20,5516,2025-07-19,Home Loan,Central,2025-07-08,Weekly,5,ATM,SMS,57,0.43,0.89,Salaried,High,Consumption,Stage 2,4,Send SMS,42,13877,15,SMS,Responsive,High,8–30,Low,0.85
ACC0155,Aom,0.93,21,92396,2025-08-01,Personal Loan,North,2025-06-28,Weekly,5,ATM,Email,19,0.55,0.96,Freelancer,Medium,Consumption,Stage 0,3,Escalate,47,33137,1,LINE,Responsive,High,8–30,Mid,0.77
ACC0156,Chutima,0.76,2,89891,2025-07-15,SME Loan,Central,2025-05-26,Weekly,3,LINE,LINE,39,0.54,1.0,Salaried,Medium,Emergency,Stage 1,4,LINE Bot,56,38547,61,Voice,Ignored,Medium,0–7,Mid,0.54
ACC0157,Pim,0.45,0,73819,2025-07-17,Personal Loan,North,2025-06-10,Monthly,2,BankBranch,Email,9,0.5,0.9,Unemployed,High,Consumption,Stage 0,2,Escalate,38,55598,11,SMS,Responsive,Low,0–7,High,0.98
ACC0158,Golf,0.48,10,84770,2025-06-11,Home Loan,South,2025-06-24,Irregular,4,LINE,SMS,11,0.53,0.85,Freelancer,High,Consumption,Stage 0,5,Call,51,58320,18,None,Ignored,Low,8–30,High,0.84
ACC0159,Veera,0.2,15,76279,2025-07-26,Home Loan,Central,2025-06-02,Monthly,3,ATM,LINE,31,0.93,0.68,Unemployed,High,Investment,Stage 0,8,LINE Bot,21,8182,49,SMS,Slow,High,8–30,Low,0.79
ACC0160,Aom,0.71,5,11381,2025-06-26,SME Loan,Northeast,2025-07-05,Monthly,0,LINE,Email,40,0.32,0.65,Business Owner,Low,Emergency,Stage 1,9,Call,45,12378,25,None,Responsive,Medium,0–7,Low,0.5
ACC0161,Kittipong,0.74,1,28038,2025-06-10,Home Loan,Northeast,2025-06-28,Irregular,1,MobileApp,LINE,68,0.35,0.83,Business Owner,High,Consumption,Stage 1,3,Escalate,64,17883,19,LINE,Ignored,Medium,0–7,Mid,0.55
ACC0162,Anan,0.31,20,28585,2025-07-11,Personal Loan,North,2025-06-24,Monthly,0,MobileApp,Phone,63,0.91,0.78,Business Owner,Low,Investment,Stage 1,4,Escalate,32,26743,25,SMS,Responsive,Low,8–30,Mid,0.88
ACC0163,Aom,0.93,19,51720,2025-07-17,Car Loan,South,2025-07-05,Irregular,2,ATM,Phone,49,0.2,0.63,Business Owner,Low,Emergency,Stage 2,8,LINE Bot,30,68795,2,LINE,Responsive,High,8–30,High,0.66
ACC0164,Ploy,0.1,17,28404,2025-07-03,Home Loan,South,2025-07-02,Weekly,4,BankBranch,Phone,46,0.81,0.63,Business Owner,Medium,Emergency,Stage 2,6,Send SMS,41,27290,76,None,Slow,Medium,8–30,Mid,0.82
ACC0165,Somchai,0.67,11,36751,2025-07-20,Personal Loan,Bangkok,2025-07-02,Monthly,3,BankBranch,LINE,45,0.45,0.32,Business Owner,High,Emergency,Stage 0,9,Call,34,21084,14,None,Ignored,High,8–30,Mid,0.56
ACC0166,Veera,0.5,11,65666,2025-06-27,Credit Card,North,2025-06-05,Monthly,3,LINE,Phone,10,0.66,0.36,Freelancer,Low,Consumption,Stage 2,1,Call,35,43657,2,Voice,Responsive,Low,8–30,High,0.86
ACC0167,Somchai,0.77,8,62951,2025-07-12,SME Loan,South,2025-05-29,Irregular,1,LINE,LINE,32,0.12,0.91,Freelancer,Medium,Investment,Stage 1,3,Escalate,60,68506,66,SMS,Ignored,Low,8–30,High,0.6
ACC0168,Chutima,0.01,13,98619,2025-07-18,Car Loan,South,2025-05-28,Irregular,3,ATM,Phone,52,0.14,0.05,Unemployed,High,Investment,Stage 0,9,Call,29,55191,70,Voice,Ignored,High,8–30,High,0.84
ACC0169,Tida,0.16,9,61625,2025-06-27,Personal Loan,South,2025-05-20,Monthly,5,LINE,Email,67,0.17,0.48,Freelancer,High,Emergency,Stage 0,1,Send SMS,28,52913,18,None,Responsive,High,8–30,High,0.81
ACC0170,Ploy,0.65,30,82894,2025-07-06,SME Loan,North,2025-05-22,Irregular,1,BankBranch,Phone,63,0.82,0.09,Unemployed,Low,Investment,Stage 1,5,Call,51,36005,33,Voice,Ignored,High,8–30,Mid,0.57
ACC0171,Nok,0.16,4,21032,2025-07-08,SME Loan,South,2025-06-29,Monthly,2,ATM,SMS,48,0.93,0.45,Business Owner,High,Consumption,Stage 1,4,LINE Bot,18,56077,37,None,Responsive,High,0–7,High,0.95
ACC0172,Kittipong,0.32,5,24358,2025-08-02,SME Loan,North,2025-06-28,Monthly,1,ATM,SMS,5,0.15,0.08,Unemployed,High,Consumption,Stage 1,9,Call,25,10944,83,LINE,Slow,Medium,0–7,Low,0.68
ACC0173,Malee,0.7,6,87388,2025-08-02,Home Loan,Central,2025-06-18,Irregular,1,BankBranch,LINE,2,0.86,0.35,Salaried,Medium,Emergency,Stage 0,7,Call,39,69091,39,Voice,Responsive,Medium,0–7,High,0.85
ACC0174,Anan,0.33,1,88781,2025-08-08,Home Loan,South,2025-06-21,Weekly,0,BankBranch,LINE,46,0.52,0.52,Business Owner,High,Emergency,Stage 2,4,LINE Bot,54,47071,18,None,Slow,High,0–7,High,0.62
ACC0175,Tida,0.72,12,21833,2025-07-02,Car Loan,South,2025-06-09,Irregular,1,ATM,LINE,71,0.41,0.81,Business Owner,Medium,Emergency,Stage 1,5,Escalate,34,15184,70,Voice,Slow,High,8–30,Mid,0.75
ACC0176,Pim,0.11,12,13025,2025-07-09,Credit Card,South,2025-05-29,Monthly,2,MobileApp,LINE,27,0.56,0.63,Business Owner,Medium,Consumption,Stage 2,9,LINE Bot,62,33369,56,SMS,Slow,High,8–30,Mid,0.71
ACC0177,Ploy,0.63,12,53030,2025-07-27,Credit Card,South,2025-07-10,Monthly,5,BankBranch,Email,50,0.61,0.84,Business Owner,Medium,Investment,Stage 1,8,Call,62,24691,65,Voice,Responsive,Low,8–30,Mid,0.9
ACC0178,Chutima,0.08,3,18326,2025-06-17,Credit Card,Northeast,2025-05-16,Monthly,2,MobileApp,SMS,22,0.81,0.78,Unemployed,Low,Investment,Stage 2,2,Call,18,36489,59,SMS,Slow,Low,0–7,Mid,0.5
ACC0179,Malee,0.36,14,51876,2025-06-12,Home Loan,Bangkok,2025-06-28,Monthly,4,LINE,SMS,63,0.63,0.79,Business Owner,Medium,Consumption,Stage 0,7,LINE Bot,61,46797,68,None,Ignored,Medium,8–30,High,0.79
ACC0180,Malee,0.95,27,74578,2025-06-11,Home Loan,North,2025-06-29,Weekly,1,ATM,SMS,2,0.03,0.11,Unemployed,Low,Investment,Stage 2,4,Escalate,40,53477,58,SMS,Ignored,High,8–30,High,0.66
ACC0181,Chutima,0.23,2,82457,2025-07-06,SME Loan,Northeast,2025-05-12,Weekly,1,LINE,Email,5,0.73,0.97,Freelancer,Low,Investment,Stage 1,8,Call,61,39989,15,LINE,Slow,High,0–7,Mid,0.85
ACC0182,Aom,0.73,21,51552,2025-06-11,Car Loan,South,2025-05-16,Monthly,0,MobileApp,Phone,58,0.66,0.04,Freelancer,High,Emergency,Stage 1,8,Send SMS,18,62612,23,Voice,Responsive,Low,8–30,High,0.91
ACC0183,Malee,0.62,22,11569,2025-06-24,Credit Card,South,2025-06-12,Weekly,4,ATM,LINE,53,0.43,0.44,Unemployed,Medium,Emergency,Stage 2,2,LINE Bot,18,61095,35,SMS,Responsive,Low,8–30,High,0.59
ACC0184,Chutima,0.53,12,82834,2025-06-22,Personal Loan,North,2025-05-31,Monthly,1,ATM,SMS,11,0.32,0.0,Salaried,Medium,Consumption,Stage 2,6,Send SMS,42,45466,48,Voice,Slow,Low,8–30,High,0.51
ACC0185,Nok,0.46,14,71282,2025-07-09,Home Loan,Northeast,2025-05-31,Weekly,3,LINE,Phone,10,0.43,0.31,Unemployed,Low,Emergency,Stage 2,6,LINE Bot,47,53549,38,None,Responsive,High,8–30,High,0.86
ACC0186,Ying,0.33,21,55768,2025-06-11,Credit Card,North,2025-06-15,Weekly,4,BankBranch,LINE,19,0.04,0.19,Business Owner,High,Consumption,Stage 2,4,Escalate,30,53459,47,None,Responsive,Low,8–30,High,0.82
ACC0187,Kittipong,0.03,21,35242,2025-06-18,Car Loan,North,2025-06-17,Weekly,5,MobileApp,LINE,29,0.74,0.16,Unemployed,High,Emergency,Stage 0,3,Call,32,37780,0,Voice,Ignored,High,8–30,Mid,0.59
ACC0188,Veera,0.3,12,39079,2025-06-11,Car Loan,Bangkok,2025-05-12,Weekly,2,ATM,Email,50,0.19,0.58,Unemployed,High,Investment,Stage 1,6,LINE Bot,26,43120,86,Voice,Slow,Low,8–30,High,0.81
ACC0189,Somsak,0.8,17,62614,2025-07-14,Home Loan,Bangkok,2025-06-10,Irregular,0,MobileApp,SMS,27,0.44,0.6,Salaried,High,Emergency,Stage 0,5,LINE Bot,65,18447,76,SMS,Responsive,Low,8–30,Mid,0.82
ACC0190,Pim,0.02,10,23195,2025-06-10,Home Loan,Bangkok,2025-05-12,Weekly,2,MobileApp,Email,33,0.85,0.51,Salaried,Medium,Consumption,Stage 1,4,LINE Bot,19,57653,28,None,Slow,High,8–30,High,0.71
ACC0191,Malee,0.15,1,51863,2025-06-14,Home Loan,Central,2025-05-14,Monthly,0,MobileApp,Email,35,0.59,0.35,Salaried,Medium,Emergency,Stage 1,10,LINE Bot,57,37161,22,LINE,Slow,Low,0–7,Mid,0.93
ACC0192,Nok,0.95,4,47454,2025-08-02,Home Loan,North,2025-05-16,Weekly,5,ATM,LINE,5,0.46,0.52,Unemployed,Medium,Emergency,Stage 2,1,Escalate,23,21248,84,SMS,Slow,Low,0–7,Mid,0.94
ACC0193,Ying,0.47,3,29851,2025-07-11,Personal Loan,Central,2025-07-07,Irregular,0,LINE,Email,5,0.07,0.13,Unemployed,Low,Investment,Stage 1,5,LINE Bot,41,55907,65,Voice,Responsive,Medium,0–7,High,0.65
ACC0194,Ying,0.37,14,30560,2025-06-28,Home Loan,Bangkok,2025-06-13,Weekly,5,MobileApp,SMS,66,0.55,0.32,Freelancer,Low,Emergency,Stage 2,3,Call,44,53395,29,Voice,Responsive,Medium,8–30,High,0.6
ACC0195,Pim,0.66,12,79062,2025-07-01,Home Loan,Central,2025-07-02,Irregular,2,BankBranch,LINE,46,0.79,0.69,Freelancer,High,Emergency,Stage 1,7,Send SMS,35,61602,77,LINE,Slow,Medium,8–30,High,0.63
ACC0196,Tida,0.27,20,67033,2025-07-20,SME Loan,South,2025-05-15,Irregular,5,LINE,Email,71,0.93,0.88,Unemployed,Medium,Emergency,Stage 0,6,Call,58,9767,22,SMS,Ignored,High,8–30,Low,0.66
ACC0197,Kittipong,0.63,12,74546,2025-07-30,Credit Card,North,2025-06-26,Irregular,0,MobileApp,LINE,44,0.7,0.16,Freelancer,Low,Consumption,Stage 0,3,Send SMS,22,31375,33,None,Responsive,Low,8–30,Mid,0.58
ACC0198,Kittipong,0.69,28,40702,2025-06-27,Credit Card,Bangkok,2025-05-11,Weekly,1,BankBranch,Phone,47,0.96,0.8,Salaried,Low,Investment,Stage 1,7,Escalate,50,52141,40,LINE,Ignored,High,8–30,High,0.59
ACC0199,Veera,0.19,20,38898,2025-07-22,Home Loan,Central,2025-06-25,Irregular,3,MobileApp,Phone,47,0.09,0.21,Freelancer,High,Investment,Stage 0,2,LINE Bot,31,8630,25,None,Slow,High,8–30,Low,0.96
ACC0200,Somsak,0.99,23,15470,2025-06-15,Home Loan,Northeast,2025-07-01,Irregular,2,MobileApp,LINE,31,0.89,0.87,Business Owner,High,Emergency,Stage 1,1,Escalate,52,76543,39,Voice,Slow,Medium,8–30,High,0.54
ACC0201,Nok,0.38,24,72410,2025-06-23,Personal Loan,South,2025-06-14,Weekly,5,MobileApp,Phone,24,0.01,0.51,Salaried,High,Consumption,Stage 2,6,Send SMS,32,79131,40,LINE,Slow,Medium,8–30,High,0.87
ACC0202,Ploy,1.0,21,36684,2025-07-06,Car Loan,Northeast,2025-05-17,Monthly,3,MobileApp,Phone,29,0.48,0.77,Salaried,Low,Investment,Stage 1,5,LINE Bot,55,69773,31,Voice,Responsive,High,8–30,High,0.8
ACC0203,Somsak,0.46,21,57724,2025-07-09,Personal Loan,North,2025-05-29,Irregular,0,ATM,SMS,36,0.51,0.61,Unemployed,Low,Consumption,Stage 1,3,Send SMS,26,19463,64,Voice,Slow,High,8–30,Mid,0.62
ACC0204,Veera,0.85,11,49991,2025-06-17,Car Loan,North,2025-05-18,Monthly,1,MobileApp,SMS,46,0.56,0.16,Freelancer,High,Investment,Stage 0,5,Call,56,50780,72,LINE,Responsive,High,8–30,High,0.71
ACC0205,Aom,0.9,1,91705,2025-07-13,Credit Card,Bangkok,2025-06-13,Irregular,2,ATM,SMS,52,0.16,0.26,Salaried,Medium,Consumption,Stage 2,10,Send SMS,30,13906,75,None,Ignored,Low,0–7,Low,0.59
ACC0206,Golf,0.31,12,83800,2025-06-23,Car Loan,Central,2025-07-05,Monthly,2,MobileApp,LINE,14,0.23,0.1,Salaried,High,Emergency,Stage 0,6,Send SMS,48,56928,16,LINE,Responsive,High,8–30,High,0.51
ACC0207,Malee,0.6,29,86246,2025-06-12,Personal Loan,Central,2025-05-11,Monthly,0,LINE,Email,20,0.03,0.24,Business Owner,High,Emergency,Stage 2,7,LINE Bot,38,64745,74,SMS,Slow,High,8–30,High,0.56
ACC0208,Anan,0.88,28,61467,2025-06-20,Personal Loan,South,2025-06-29,Irregular,1,LINE,Email,19,0.95,0.57,Salaried,Low,Consumption,Stage 2,6,LINE Bot,48,56730,4,None,Responsive,Medium,8–30,High,0.83
ACC0209,Anan,0.67,19,65349,2025-06-24,Home Loan,Bangkok,2025-05-11,Irregular,3,MobileApp,LINE,44,0.44,0.55,Unemployed,Medium,Investment,Stage 0,6,Send SMS,39,32269,7,None,Responsive,Low,8–30,Mid,0.55
ACC0210,Chutima,0.06,23,38567,2025-07-21,Car Loan,Bangkok,2025-06-27,Monthly,2,LINE,Phone,59,0.46,0.56,Business Owner,Medium,Consumption,Stage 2,8,Escalate,51,34551,49,None,Slow,High,8–30,Mid,0.59
ACC0211,Pim,0.59,16,66996,2025-06-29,Credit Card,Bangkok,2025-05-24,Irregular,3,MobileApp,SMS,36,0.62,0.66,Freelancer,High,Consumption,Stage 0,3,Escalate,32,71643,80,SMS,Ignored,Low,8–30,High,0.65
ACC0212,Kittipong,0.01,9,76436,2025-08-02,Credit Card,Bangkok,2025-07-07,Irregular,4,LINE,LINE,65,0.77,0.03,Freelancer,Low,Emergency,Stage 2,4,Send SMS,57,50445,31,LINE,Ignored,Low,8–30,High,0.56
ACC0213,Malee,0.86,12,47844,2025-07-14,Car Loan,Bangkok,2025-06-19,Monthly,4,ATM,Email,31,0.9,0.29,Business Owner,High,Investment,Stage 2,9,Escalate,58,41950,36,None,Slow,High,8–30,High,0.8
ACC0214,Ying,0.57,24,87519,2025-08-07,Car Loan,South,2025-06-29,Weekly,3,ATM,Phone,46,0.38,0.81,Business Owner,Low,Emergency,Stage 0,7,Escalate,52,64041,41,Voice,Ignored,Medium,8–30,High,0.99
ACC0215,Anan,0.32,26,52166,2025-06-16,Credit Card,Northeast,2025-05-15,Monthly,4,LINE,Email,26,0.69,0.22,Business Owner,Medium,Investment,Stage 2,3,Escalate,52,12860,11,SMS,Slow,High,8–30,Low,0.58
ACC0216,Chutima,0.25,7,37375,2025-06-29,Car Loan,North,2025-06-12,Monthly,5,BankBranch,SMS,57,0.39,0.17,Salaried,High,Emergency,Stage 0,5,Send SMS,35,38065,42,SMS,Ignored,High,0–7,Mid,0.97
ACC0217,Ying,0.46,18,59002,2025-06-22,SME Loan,Northeast,2025-05-24,Irregular,0,MobileApp,Phone,23,0.74,0.06,Unemployed,Medium,Investment,Stage 0,2,LINE Bot,51,67387,58,Voice,Responsive,Low,8–30,High,0.67
ACC0218,Chutima,0.53,20,97268,2025-07-09,SME Loan,South,2025-05-17,Monthly,3,ATM,SMS,53,0.81,0.49,Business Owner,Low,Consumption,Stage 2,1,Escalate,63,56557,37,None,Slow,High,8–30,High,0.99
ACC0219,Somsak,0.77,26,52766,2025-06-19,Personal Loan,South,2025-06-16,Weekly,1,ATM,LINE,22,0.39,0.42,Unemployed,High,Emergency,Stage 1,8,Escalate,21,65171,2,None,Slow,Low,8–30,High,0.66
ACC0220,Aom,0.87,19,78691,2025-07-14,Personal Loan,Northeast,2025-06-21,Irregular,1,BankBranch,Email,40,0.09,0.17,Freelancer,High,Investment,Stage 0,3,Escalate,33,24176,90,SMS,Responsive,Low,8–30,Mid,0.72
